cases.0.case_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.samples.0.tumor_descriptor	cases.0.samples.1.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.1.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.1.sample_id	cases.0.samples.1.sample_type	cases.0.samples.1.submitter_id	cases.0.samples.1.tissue_type	cases.0.samples.1.tumor_descriptor	cases.0.samples.2.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.2.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.2.sample_id	cases.0.samples.2.sample_type	cases.0.samples.2.submitter_id	cases.0.samples.2.tissue_type	cases.0.samples.2.tumor_descriptor	cases.0.submitter_id	data_category	data_type	file_id	file_name	id
c539274c-e2bf-4b5f-ab56-35eff1569bac	5604deee-573d-40ad-a311-e8d2e40ae8f6	TCGA-CV-7177-01A-11R-2016-07	768e2bab-347b-4d90-887f-bf5692a91eb0	Primary Tumor	TCGA-CV-7177-01A	Not Reported																TCGA-CV-7177	Transcriptome Profiling	Gene Expression Quantification	7dba2484-9185-47e8-9dc6-d65bd9ef08a0	22117440-a29b-48e7-8302-052e95e16046.FPKM-UQ.txt.gz	7dba2484-9185-47e8-9dc6-d65bd9ef08a0
393abcf7-1155-4b32-85ca-cd44d259e4b4	305a7cd7-e7c3-422f-a71a-5b69c0b10343	TCGA-CZ-5461-11A-01R-1503-07	8f4726e4-4a00-45e9-936b-045950cbce1f	Solid Tissue Normal	TCGA-CZ-5461-11A	Not Reported																TCGA-CZ-5461	Transcriptome Profiling	Gene Expression Quantification	d05f8307-b6ba-4e34-aaa1-a73bdd2990c1	84d835ed-9e38-4fb0-8596-df882698107d.FPKM-UQ.txt.gz	d05f8307-b6ba-4e34-aaa1-a73bdd2990c1
46c87ae0-c123-4bdc-8a79-d375d8a7e7a3	1fa23ae6-21a9-42f5-82f2-329417aed225	TCGA-A3-3383-01A-02R-1325-07	36701941-06ee-4ecf-bdcc-8646c214e507	Primary Tumor	TCGA-A3-3383-01A	Not Reported																TCGA-A3-3383	Transcriptome Profiling	Gene Expression Quantification	eafbb1a9-cd23-41de-9074-9f3ed743d39e	bef7c254-c614-4472-929a-e765e3014180.FPKM-UQ.txt.gz	eafbb1a9-cd23-41de-9074-9f3ed743d39e
9fb55e0b-43d8-40a3-8ef2-d198e6290551	cc6591d4-7d72-4556-a23b-ba82afba82e0	TCGA-A3-3306-01A-01R-0864-07	aafbf0f9-8fcf-43c1-9a59-7cb975915087	Primary Tumor	TCGA-A3-3306-01A	Not Reported																TCGA-A3-3306	Transcriptome Profiling	Gene Expression Quantification	729b2cd3-7041-4cdb-8e1a-62192f14d2dc	8a4021d0-bdee-4287-9266-d33e8d0a7407.FPKM-UQ.txt.gz	729b2cd3-7041-4cdb-8e1a-62192f14d2dc
85a57cfe-f1c9-44d9-8b50-022c0d3438d1	f017e087-41c2-495b-82bd-8d425a4aacf4	TCGA-AZ-5403-01A-01R-1653-07	a2252651-387d-49b8-947c-f9d1872b5822	Primary Tumor	TCGA-AZ-5403-01A	Not Reported																TCGA-AZ-5403	Transcriptome Profiling	Gene Expression Quantification	c67377bd-1a7f-424c-bc1e-9a816ff16502	b39f2bfa-5d4b-4bbe-9870-a93efff7bc5c.FPKM-UQ.txt.gz	c67377bd-1a7f-424c-bc1e-9a816ff16502
081a3dc7-45e1-457d-add0-c4686140a8d0	a14d258a-87c9-4c09-81ae-0e3d7d5afca0	TCGA-AA-A00D-01A-01R-A002-07	be63c85e-73ba-436a-aa62-c318131d1d92	Primary Tumor	TCGA-AA-A00D-01A	Not Reported																TCGA-AA-A00D	Transcriptome Profiling	Gene Expression Quantification	7148b189-e410-413a-a5d3-632932dcf38c	058cd2dd-6bea-4188-8bb2-3314723c0762.FPKM-UQ.txt.gz	7148b189-e410-413a-a5d3-632932dcf38c
3ee863da-7991-414f-82d8-2b6502d4c061	a710a87a-2ef5-4b03-b7b7-02997ddd42f0	TCGA-CV-5439-01A-01R-1686-07	c94d8e61-8a15-4702-90ef-37616f1c015b	Primary Tumor	TCGA-CV-5439-01A	Not Reported																TCGA-CV-5439	Transcriptome Profiling	Gene Expression Quantification	32c8779f-ad97-432f-8318-1a9051258972	5c16e17f-80ea-4a1e-828f-7863f0a765e7.FPKM-UQ.txt.gz	32c8779f-ad97-432f-8318-1a9051258972
10c03d66-a290-4e46-9018-2932a236eb09	5dd07bce-4395-4665-bed7-5b90d049867b	TCGA-A3-3313-01A-02R-1325-07	9ebefdf8-ec2b-4647-b750-5c603fa2d6b0	Primary Tumor	TCGA-A3-3313-01A	Not Reported																TCGA-A3-3313	Transcriptome Profiling	Gene Expression Quantification	133a46a5-d741-4afd-8e4d-0238779492f2	9af07569-4904-4354-8554-a53951d991d5.FPKM-UQ.txt.gz	133a46a5-d741-4afd-8e4d-0238779492f2
dc43cfe0-8880-419f-946c-c0ad586e57ca	b5697f7c-9507-4386-bd16-91b3a0b34b30	TCGA-CZ-4859-01A-02R-1426-07	d57e4ed3-6e34-49cc-8c59-1cd437ce8dc1	Primary Tumor	TCGA-CZ-4859-01A	Not Reported																TCGA-CZ-4859	Transcriptome Profiling	Gene Expression Quantification	c6e68f24-3ddf-48c2-a013-4ba4c0c0213b	9c38ed5a-076d-4ef9-ab1f-39814bf665b3.FPKM-UQ.txt.gz	c6e68f24-3ddf-48c2-a013-4ba4c0c0213b
ffa7e03a-4a3c-41f0-937a-4fb862fd2194	fac5986e-a117-420a-8108-655b0d7d39d6	TCGA-DM-A28G-01A-11R-A16W-07	f5acd8b8-32c4-4f3c-aacd-259f8e1fdfee	Primary Tumor	TCGA-DM-A28G-01A	Not Reported																TCGA-DM-A28G	Transcriptome Profiling	Gene Expression Quantification	05296b25-466e-4b96-ba47-4e97be70707a	ec78640c-f4de-4d18-bf7c-9e5391feb915.FPKM-UQ.txt.gz	05296b25-466e-4b96-ba47-4e97be70707a
5342e2e8-1465-4f7b-9450-ef27280f80c7	45ef09fb-4989-4774-812a-e33937b13621	TCGA-CK-4952-01A-01R-1723-07	88b3045c-bb2e-4ad6-adbb-b52fabb7b917	Primary Tumor	TCGA-CK-4952-01A	Not Reported																TCGA-CK-4952	Transcriptome Profiling	Gene Expression Quantification	93547f6c-d0c0-4f89-bcbd-736c97f8048e	8bc10161-4cca-46c5-985e-e07349484ec2.FPKM-UQ.txt.gz	93547f6c-d0c0-4f89-bcbd-736c97f8048e
de287a25-981d-49f8-81af-fe0300e4cd31	a4bf07a3-893a-462a-bd60-821fab35608d	TCGA-AZ-4315-01A-01R-1410-07	ba9e5603-bb1d-4aa8-93e4-40043164f143	Primary Tumor	TCGA-AZ-4315-01A	Not Reported																TCGA-AZ-4315	Transcriptome Profiling	Gene Expression Quantification	c0b908dd-f24d-4c73-aa6f-ea88c504718f	bd2dfab3-88a8-4673-ba36-3daf252d0b4d.FPKM-UQ.txt.gz	c0b908dd-f24d-4c73-aa6f-ea88c504718f
26a12266-c6d8-42f9-bd4e-5093d827ac9a	ecf539d8-a411-43d8-8ce4-97a19c6ed6c5	TCGA-AM-5820-01A-01R-1653-07	1cdee84f-33d8-4836-b569-5b157aec38e5	Primary Tumor	TCGA-AM-5820-01A	Not Reported																TCGA-AM-5820	Transcriptome Profiling	Gene Expression Quantification	ba201e22-8862-4479-a395-2af3ad3c291e	751f84dc-7c2d-417a-bc1f-6d5771f6f09f.FPKM-UQ.txt.gz	ba201e22-8862-4479-a395-2af3ad3c291e
896f5dcc-d076-4e1f-ae7c-52d21109da7b	6e31727e-46ec-4bee-9090-3085cff94e9d	TCGA-TN-A7HI-01A-11R-A34R-07	9808b586-4541-42a8-a72c-0c043ff568b3	Primary Tumor	TCGA-TN-A7HI-01A	Not Reported																TCGA-TN-A7HI	Transcriptome Profiling	Gene Expression Quantification	fb7c97e3-b824-4a51-81b7-ae2521270422	6f6ccd17-edd4-40fd-b046-f64dca855c9b.FPKM-UQ.txt.gz	fb7c97e3-b824-4a51-81b7-ae2521270422
565e2726-4942-4726-89d3-c5e3797f7204	9515a5bc-b9bc-4333-9e95-d8740283bee8	TCGA-A6-2671-01A-01R-1410-07	81505915-6c01-4299-ae89-964dc20d93cb	Primary Tumor	TCGA-A6-2671-01A	Not Reported																TCGA-A6-2671	Transcriptome Profiling	Gene Expression Quantification	e09d2391-532d-4794-8abe-436b874a4ef8	d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM-UQ.txt.gz	e09d2391-532d-4794-8abe-436b874a4ef8
99f59583-2728-4c1d-b98c-8fbc3bb0a819	4d14a99c-0231-417e-9d5b-66763fe3fd4c	TCGA-CZ-5470-11A-01R-1503-07	018d0e4d-366f-4353-816a-615d6b4aaab7	Solid Tissue Normal	TCGA-CZ-5470-11A	Not Reported																TCGA-CZ-5470	Transcriptome Profiling	Gene Expression Quantification	b93cf76e-aa67-408f-86c9-a3ab107ffea0	8cb43c50-4ce9-4707-9dfa-cc5ed66a6b61.FPKM-UQ.txt.gz	b93cf76e-aa67-408f-86c9-a3ab107ffea0
4cf1e489-dd24-4227-b306-4bc5266a224c	0b290646-25c8-406c-82bf-ec54b2824e73	TCGA-AB-2937-03A-01T-0734-13	800a427d-b5ed-4ce4-805b-c049b174e4e1	Primary Blood Derived Cancer - Peripheral Blood	TCGA-AB-2937-03A	Not Reported																TCGA-AB-2937	Transcriptome Profiling	Gene Expression Quantification	6e2a8b2d-58ec-47bf-ba74-1df48130d75d	980387b4-b220-4f72-83c7-b52206f10248.FPKM-UQ.txt.gz	6e2a8b2d-58ec-47bf-ba74-1df48130d75d
6fa41234-9077-4d05-a295-6820f3bedf5b	64b434c0-0692-4034-9561-698a4d34629d	TCGA-AA-A02O-01A-21R-A16W-07	2151dc9e-f76a-4cff-8a20-b7c107d59c27	Primary Tumor	TCGA-AA-A02O-01A	Not Reported																TCGA-AA-A02O	Transcriptome Profiling	Gene Expression Quantification	55d51576-59b5-4038-a2a5-b1ab55d25f7b	d547863f-18eb-4c29-8265-953055c129d3.FPKM-UQ.txt.gz	55d51576-59b5-4038-a2a5-b1ab55d25f7b
1c95de68-18d9-429b-b379-878838f88a72	9caa5981-108c-4f92-b717-fc8c7f6d87dd	TCGA-CR-7367-01A-11R-2016-07	27d6d43b-6dfc-4719-ada6-570c68346fcf	Primary Tumor	TCGA-CR-7367-01A	Not Reported																TCGA-CR-7367	Transcriptome Profiling	Gene Expression Quantification	06122124-56db-4f74-9829-32f71225dbcc	ba7dd3b3-a31a-40f8-a714-9148b5d03725.FPKM-UQ.txt.gz	06122124-56db-4f74-9829-32f71225dbcc
ebfb8c1b-471f-4acb-a1fe-287e02cadba7	27002317-de74-4ad5-8c53-b78e04e7b8b1	TCGA-H7-A6C4-11A-21R-A466-07	17415329-3779-495f-bb6e-df6619d5eee2	Solid Tissue Normal	TCGA-H7-A6C4-11A	Not Reported																TCGA-H7-A6C4	Transcriptome Profiling	Gene Expression Quantification	8a4a13c3-bce9-443a-9e0b-0d01aa1e9ba0	a56fd480-01e5-4d43-a38d-4bb89cc559b5.FPKM-UQ.txt.gz	8a4a13c3-bce9-443a-9e0b-0d01aa1e9ba0
b2db7f47-540f-4bd3-81bb-d686b0225201	bbe08519-66cb-48b2-94f6-a2f30e19bc6a	TCGA-EI-7004-01A-11R-1928-07	a8842edf-cfc6-4e71-ba55-4584b51e540e	Primary Tumor	TCGA-EI-7004-01A	Not Reported																TCGA-EI-7004	Transcriptome Profiling	Gene Expression Quantification	0763b8e6-184d-42a5-a519-a32a150c2d4b	47d77ed8-b694-4193-9bb9-474899eb643c.FPKM-UQ.txt.gz	0763b8e6-184d-42a5-a519-a32a150c2d4b
acccb105-6439-4b30-a0b9-bb94c7873d4a	deb96790-8d78-4d53-afae-0bd5b0b0976c	TCGA-CI-6623-01B-11R-1830-07	d110288a-8493-42b3-8849-5fe0408e1f8d	Primary Tumor	TCGA-CI-6623-01B	Not Reported																TCGA-CI-6623	Transcriptome Profiling	Gene Expression Quantification	c53aabb9-183d-4228-8411-3d48687c75f4	cc81a268-ece2-42e7-97b0-f3ba7ad47508.FPKM-UQ.txt.gz	c53aabb9-183d-4228-8411-3d48687c75f4
ee3061ec-273c-4bef-a325-35e9c469bf01	8501c648-89d2-4dd2-bc90-ef56fea4f459	TCGA-CN-6019-01A-11R-1686-07	ac349695-2219-4a67-add5-a94ff85794e1	Primary Tumor	TCGA-CN-6019-01A	Not Reported																TCGA-CN-6019	Transcriptome Profiling	Gene Expression Quantification	af8701d3-5eec-4860-bb56-be271d4b715f	34c3a27a-a4bf-4c6c-b34d-67154354933b.FPKM-UQ.txt.gz	af8701d3-5eec-4860-bb56-be271d4b715f
f1ae0181-74f8-47fd-83be-83a7d01101cc	17809084-c723-4445-aa49-3292c500d5be	TCGA-CW-5591-01A-01R-1541-07	df00a039-e892-4824-a308-1b5230d383ba	Primary Tumor	TCGA-CW-5591-01A	Not Reported																TCGA-CW-5591	Transcriptome Profiling	Gene Expression Quantification	ede0859c-0324-4d9b-91bd-981bd8206d19	11ad89e5-bfa7-42bc-8dd4-13a5f745df1a.FPKM-UQ.txt.gz	ede0859c-0324-4d9b-91bd-981bd8206d19
9205dc07-93f5-4b5e-924e-8e097616160f	5dece5bd-86aa-4309-b150-5d44b1b377f0	TCGA-HD-A6HZ-01A-12R-A31N-07	a623a7b2-fee2-4080-8e17-118bcbb7febf	Primary Tumor	TCGA-HD-A6HZ-01A	Not Reported																TCGA-HD-A6HZ	Transcriptome Profiling	Gene Expression Quantification	dcf8a473-3511-4fb5-9831-5d46ea922754	da68f717-ab42-4534-a518-16d40c844ad1.FPKM-UQ.txt.gz	dcf8a473-3511-4fb5-9831-5d46ea922754
835c3e23-ac2b-4bc9-ac65-e3e81adecf77	6e44c625-95e1-4bd6-b504-a5dae5423d9e	TCGA-AA-3941-01A-01R-1022-07	eee77960-898b-4e4b-926a-d6782fa9ed83	Primary Tumor	TCGA-AA-3941-01A	Not Reported																TCGA-AA-3941	Transcriptome Profiling	Gene Expression Quantification	659c0a0c-3f3e-4884-a5a9-3cb6e0bcba5a	5ccb8845-93d4-4ce2-b97a-e230f1da4611.FPKM-UQ.txt.gz	659c0a0c-3f3e-4884-a5a9-3cb6e0bcba5a
3dd36758-04ad-4ba4-bf17-707649d6f1a0	0c949db4-d8a4-4a45-99a9-ab71f3afd47f	TCGA-B0-4810-01A-01R-1503-07	4c71efd9-9361-4b6b-82f1-2cc9cefcc1dc	Primary Tumor	TCGA-B0-4810-01A	Not Reported																TCGA-B0-4810	Transcriptome Profiling	Gene Expression Quantification	f2c256aa-3076-45b8-badc-6f0f6bcce84d	b242bb76-202f-415b-8710-14ffcaf61a4c.FPKM-UQ.txt.gz	f2c256aa-3076-45b8-badc-6f0f6bcce84d
f8804530-3c83-4787-9467-b18a1c73f610	52a825e1-d035-43e2-9a91-92e478c37055	TCGA-BP-4159-01A-02R-1289-07	32720511-9c6b-47bb-981c-5a3c4ed8b85c	Primary Tumor	TCGA-BP-4159-01A	Not Reported																TCGA-BP-4159	Transcriptome Profiling	Gene Expression Quantification	bd5e7e32-c916-4361-a9a9-4ff2a1b9f19f	4e30632f-e8ad-4a99-97ba-94d89a08bc19.FPKM-UQ.txt.gz	bd5e7e32-c916-4361-a9a9-4ff2a1b9f19f
eda29281-e803-4217-8603-d6a388408611	3c02b72b-81bc-4f59-a608-73b9fcb8c14a	TCGA-CR-6471-01A-11R-1873-07	4f845fb4-4724-455f-88f2-09de7259a484	Primary Tumor	TCGA-CR-6471-01A	Not Reported																TCGA-CR-6471	Transcriptome Profiling	Gene Expression Quantification	1ce36ade-aae1-4b2e-9324-dd3d1daed38f	29598ecd-300b-4134-9b2e-542ea8e67d4e.FPKM-UQ.txt.gz	1ce36ade-aae1-4b2e-9324-dd3d1daed38f
b3a9b0be-2ccb-4e55-b72c-3f218ca46a3e	a2adfb0d-eee7-4400-b252-1f782e5a31ff	TCGA-BP-4962-01A-01R-1334-07	01e18722-e4e2-42a3-a8c4-3ca7bee2edf5	Primary Tumor	TCGA-BP-4962-01A	Not Reported																TCGA-BP-4962	Transcriptome Profiling	Gene Expression Quantification	b467de6d-7447-48da-8891-ee5441ca6bdd	3ff465f0-6c58-41eb-bad1-15bd5cd80531.FPKM-UQ.txt.gz	b467de6d-7447-48da-8891-ee5441ca6bdd
e4769374-7d4d-4aaf-b6fe-a01da59ee713	77634712-9931-46c9-b434-851f8dde2132	TCGA-B0-4833-01A-01R-1305-07	42c600be-b9fe-476b-9fa3-3c61e1c1ab83	Primary Tumor	TCGA-B0-4833-01A	Not Reported																TCGA-B0-4833	Transcriptome Profiling	Gene Expression Quantification	04899fbf-dd44-4b6b-9dc9-1ab4e0c1837b	55cca3e8-899a-4fba-941a-8789f5d1d206.FPKM-UQ.txt.gz	04899fbf-dd44-4b6b-9dc9-1ab4e0c1837b
3203d0ae-5fe9-4ff2-be0a-1d97f7684819	52dcc378-3f64-4baa-9721-bf760d8fbe47	TCGA-QK-A6IG-01A-11R-A31N-07	ecfa2aff-9ebc-4246-8ee0-def546a024ef	Primary Tumor	TCGA-QK-A6IG-01A	Not Reported																TCGA-QK-A6IG	Transcriptome Profiling	Gene Expression Quantification	585fac54-1761-453c-b1bd-964cb5ac976d	103d28c0-0bbe-4b4e-9be7-7e2fdbc26a37.FPKM-UQ.txt.gz	585fac54-1761-453c-b1bd-964cb5ac976d
e5eca191-f585-490d-81e3-9cced1047093	ae10b2d3-93c1-44ed-866f-456bc56bdbde	TCGA-BP-4334-01A-01R-1289-07	171b0609-f2ac-4b04-aeaf-27ec060d698e	Primary Tumor	TCGA-BP-4334-01A	Not Reported																TCGA-BP-4334	Transcriptome Profiling	Gene Expression Quantification	b254be2f-cfb0-4ec8-8006-6581815e2ffa	d8f882f6-d25a-42dc-9444-02e1d8cb7608.FPKM-UQ.txt.gz	b254be2f-cfb0-4ec8-8006-6581815e2ffa
0f718e17-86c1-4221-a878-d57ae87e744f	87c6b3fe-5314-4904-b145-ec71ca6f120d	TCGA-HD-7831-01A-11R-2132-07	1e5dde33-0391-453f-baac-9ef83a8158f8	Primary Tumor	TCGA-HD-7831-01A	Not Reported																TCGA-HD-7831	Transcriptome Profiling	Gene Expression Quantification	9fb65b66-aac8-4de0-87a9-3d26a829cb5b	e623911e-3b9b-42df-9b1f-46b435081c47.FPKM-UQ.txt.gz	9fb65b66-aac8-4de0-87a9-3d26a829cb5b
e831369c-78c0-4c75-9cf3-f46ed669312e	b4379a0c-74e3-4e5f-a790-b7a86acdaa44	TCGA-AA-3544-01A-01R-1873-07	3e51f010-457d-465e-b7b3-7f65761cd28c	Primary Tumor	TCGA-AA-3544-01A	Not Reported																TCGA-AA-3544	Transcriptome Profiling	Gene Expression Quantification	cf2f6ed7-d17e-4783-9695-93f22469c43f	6f699ea3-1d77-493e-9e9b-a3e2abbd2873.FPKM-UQ.txt.gz	cf2f6ed7-d17e-4783-9695-93f22469c43f
ae6b315f-3f78-4695-adfa-48b0bbab2c89	712f8dd6-0b5f-49f1-8fd1-d220d1e174cd	TCGA-D5-5537-01A-21R-1928-07	4e0e61b3-003a-482d-8749-a7b33be4a4c8	Primary Tumor	TCGA-D5-5537-01A	Not Reported																TCGA-D5-5537	Transcriptome Profiling	Gene Expression Quantification	685336fe-2dd0-4838-8763-a013e8f74523	c0085daf-b7dd-4c12-b347-6949c2421934.FPKM-UQ.txt.gz	685336fe-2dd0-4838-8763-a013e8f74523
c113808a-773f-4179-82d6-9083518404b5	ae0b0540-fcb6-4c9e-8835-2cb24933a01f	TCGA-AD-6548-01A-11R-1839-07	dad24abd-0eb7-4534-a1f2-ebe38ec402f9	Primary Tumor	TCGA-AD-6548-01A	Not Reported																TCGA-AD-6548	Transcriptome Profiling	Gene Expression Quantification	f4f589af-6e3c-4eb5-92cc-1169a54fbe8d	514976b1-4fb9-4924-8bbf-ffbf5d7eaad5.FPKM-UQ.txt.gz	f4f589af-6e3c-4eb5-92cc-1169a54fbe8d
2a192049-6435-49ab-8444-ddeb2b9ee774	f9b48ee1-476d-49bd-8a92-1b1905fc0059	TCGA-CV-7091-11A-01R-2016-07	e4640722-a032-4683-a0e2-706500eefc41	Solid Tissue Normal	TCGA-CV-7091-11A	Not Reported																TCGA-CV-7091	Transcriptome Profiling	Gene Expression Quantification	ad4e43a0-135b-4d4a-85dd-a761c7f89faa	dd93198b-7e42-47b0-ab8c-b0d60f17a024.FPKM-UQ.txt.gz	ad4e43a0-135b-4d4a-85dd-a761c7f89faa
28d03569-8717-40da-8989-70baf2b18f9f	798972e4-04d6-498b-9fe8-6ca7c2868da0	TCGA-A6-5667-11A-01R-1723-07	5ce13336-702f-4358-b74b-dba1cfb36077	Solid Tissue Normal	TCGA-A6-5667-11A	Not Reported																TCGA-A6-5667	Transcriptome Profiling	Gene Expression Quantification	15625165-d67e-4173-b8d5-de72f4381cdb	b41e03d7-e756-4eb9-9f6e-100164d981d2.FPKM-UQ.txt.gz	15625165-d67e-4173-b8d5-de72f4381cdb
